Timestamp,Date,Time,Bus,Count,OnOff,Latitude,Longitude,Route,Stop
7/2/2020 11:24,7/2/2020,11:24:13,2403,2,on,35.30880356,-80.72509766,Silver,Lot 6
7/2/2020 11:33,7/2/2020,11:33:48,2401,3,on,35.30880356,-80.72505951,Silver,Lot 6
7/2/2020 11:56,7/2/2020,11:56:49,2401,1,on,35.30809021,-80.73271179,Silver,Student Union E
7/2/2020 11:57,7/2/2020,11:57:39,2401,3,on,35.30804825,-80.73036957,Silver,Aux Services East
7/2/2020 12:02,7/2/2020,12:02:11,2401,2,on,35.30721664,-80.72525024,Silver,Lot 5A
7/2/2020 12:17,7/2/2020,12:17:18,2401,2,on,35.31232452,-80.74172211,Silver,Duke Centennial Hall East
7/2/2020 12:35,7/2/2020,12:35:59,2403,1,on,35.31035614,-80.72671509,Silver,Martin Hall
7/2/2020 12:59,7/2/2020,12:59:15,2403,2,on,35.31031418,-80.72666168,Silver,Martin Hall
7/2/2020 13:09,7/2/2020,13:09:49,2401,1,on,35.30796814,-80.73472595,Silver,UREC
7/2/2020 13:11,7/2/2020,13:11:02,2403,1,on,35.30943298,-80.74403381,Silver,CRI Deck
7/2/2020 13:18,7/2/2020,13:18:47,2401,1,on,35.30875778,-80.72504425,Silver,Lot 6
7/2/2020 13:32,7/2/2020,13:32:37,2403,1,on,35.30703354,-80.72543335,Silver,Lot 5A
7/2/2020 13:33,7/2/2020,13:33:45,2403,2,on,35.30640793,-80.72702026,Silver,East Deck 2
7/2/2020 13:40,7/2/2020,13:40:16,2401,2,on,35.3080864,-80.73269653,Silver,Student Union E
7/2/2020 13:42,7/2/2020,13:42:41,2403,1,on,35.30945587,-80.74407196,Silver,CRI Deck
7/2/2020 13:43,7/2/2020,13:43:24,2401,1,on,35.31029892,-80.72666931,Silver,Martin Hall
7/2/2020 13:47,7/2/2020,13:47:22,2401,1,on,35.30738449,-80.72922516,Silver,Fretwell N
7/2/2020 13:54,7/2/2020,13:54:42,2401,1,on,35.30947113,-80.74407959,Silver,CRI Deck
7/2/2020 14:11,7/2/2020,14:11:10,2401,2,on,35.31209183,-80.74223328,Silver,PORTAL East
7/2/2020 14:11,7/2/2020,14:11:50,2401,3,on,35.31242752,-80.741745,Silver,Duke Centennial Hall East
7/2/2020 14:12,7/2/2020,14:12:22,2403,1,on,35.31128693,-80.74294281,Silver,Portal W
7/2/2020 14:16,7/2/2020,14:16:06,2401,2,on,35.30806351,-80.7328949,Silver,Student Union E
